Curso;codigo;X_DENGEN;D_DENOMINA;D_ESPECIFICA;D_TIPO;D_DOMICILIO;D_LOCALIDAD;cod_municipio;D_MUNICIPIO;D_PROVINCIA;C_POSTAL;N_TELEFONO;correo_e;N_LATITUD;N_LONGITUD;N_COUTMX;N_COUTMY;Infantil_2_ciclo;Primaria;ESO;Bachillerato;CCFF_Grado_Básico;CCFF_Grado_Medio;CCFF_Grado_Superior;Cur_Especialización_FP_Grado_Superior
22;14005936;34;Instituto de Educación Secundaria;Álvarez Cubero;Público;Avda. Niceto Alcalá-Zamora, s/n;Priego de Córdoba;14055;Priego de Córdoba;Córdoba;14800;957559919;14005936.edu@juntadeandalucia.es;37,4411666461755;-4,213857650756836;392620,7921;4144505,819;;;PLURIL ING/FRA;;;;;
22;14005973;12;Colegio de Educación Infantil y Primaria;Ángel Carrillo;Público;Avda. D.Niceto Alacalá- Zamora , s/n;Priego de Córdoba;14055;Priego de Córdoba;Córdoba;14800;957559922;14005973.edu@juntadeandalucia.es;37,440924146;-4,21119747;392855,7781;4144475,886;BIL ING;BIL ING;;;;;;
22;14006126;12;Colegio de Educación Infantil y Primaria;José María Pemán;Público;C/ José María Pemán, s/n;Puente Genil;14056;Puente Genil;Córdoba;14500;957618916;14006126.edu@juntadeandalucia.es;37,390473170426944;-4,773151874542236;343035,6973;4139665,409;BIL ING;BIL ING;;;;;;
22;14006151;12;Colegio de Educación Infantil y Primaria;Miragenil;Público;C/ Herrera, 13;Puente Genil;14056;Puente Genil;Córdoba;14500;957618544;14006151.edu@juntadeandalucia.es;37,381436944618294;-4,78105902671814;342316,7449;4138675,986;BIL ING;BIL ING;;;;;;
22;14006175;20;Centro Docente Privado;Compañía de María;Privado;C/ Susana Benítez, 5-7;Puente Genil;14056;Puente Genil;Córdoba;14500;957602226;secretaria@ciamariapuente.es;37,39048307;-4,769839253;343328,9851;4139661;;BIL ING;BIL ING;;;;;
22;14006217;34;Instituto de Educación Secundaria;Manuel Reina;Público;C/ Cristóbal del Castillo, 2;Puente Genil;14056;Puente Genil;Córdoba;14500;957618579;14006217.edu@juntadeandalucia.es;37,39003843355743;-4,768967628479004;343405,225;4139610,218;;;BIL ING;BIL ING;;;;
22;14006345;34;Instituto de Educación Secundaria;Profesor Tierno Galván;Público;C/ Calvario, s/n;La Rambla;14057;La Rambla;Córdoba;14540;957699625;14006345.edu@juntadeandalucia.es;37,603899937;-4,741616227;346265,8619;4163294,371;;;BIL ING;;;;;
22;14006357;12;Colegio de Educación Infantil y Primaria;Alfar;Público;C/ Los Prietos, 50;La Rambla;14057;La Rambla;Córdoba;14540;957699628;14006357.edu@juntadeandalucia.es;37,605283202;-4,736426479;346726,8415;4163439,368;BIL ING;BIL ING;;;;;;
22;14006451;12;Colegio de Educación Infantil y Primaria;Al-Yussana;Público;C/ Zenobia Camprubí, 1;Lucena;14038;Lucena;Córdoba;14900;957506979;14006451.edu@juntadeandalucia.es;37,4034885359202;-4,49965238571167;367271,187;4140689,434;BIL ING;BIL ING;;;;;;
22;14006527;12;Colegio de Educación Infantil y Primaria;Santo Tomás de Aquino;Público;C/ Enrique Gastardi, s/n;San Sebastián de los Ballesteros;14059;San Sebastián de los Ballesteros;Córdoba;14150;957307546;14006527.edu@juntadeandalucia.es;37,652831159;-4,824776738;339030,1869;4168863,22;BIL ING;BIL ING;;;;;;
22;14006643;12;Colegio de Educación Infantil y Primaria;Poeta Molleja;Público;C/ Juan Parejo, s/n;Villa del Río;14066;Villa del Río;Córdoba;14640;957199566;14006643.edu@juntadeandalucia.es;37,978945559;-4,291134667;386607,0715;4204265,283;BIL ING;BIL ING;;;;;;
22;14006655;20;Centro Docente Privado;Divina Pastora;Privado;C/ San Roque, 19;Villa del Río;14066;Villa del Río;Córdoba;14640;957176146;direccion_vdr@edu.anamogas.org;37,981467477;-4,293729274;386383,0816;4204548,275;BIL ING;BIL ING;BIL ING;;;;;
22;14006709;12;Colegio de Educación Infantil y Primaria;Virgen de Luna;Público;C/ Pozoblanco, 65;Villanueva de Córdoba;14069;Villanueva de Córdoba;Córdoba;14440;957139528;14006709.edu@juntadeandalucia.es;38,32375548868874;-4,634202718734741;357149,9224;4243000,826;BIL ING;BIL ING;;;;;;
22;14006722;12;Colegio de Educación Infantil y Primaria;San Miguel;Público;C/ San Antonio, 2;Villanueva de Córdoba;14069;Villanueva de Córdoba;Córdoba;14440;957139532;14006722.edu@juntadeandalucia.es;38,31790124318122;-4,628897309303284;357602,2567;4242342,997;BIL ING;BIL ING;;;;;;
22;14006874;12;Colegio de Educación Infantil y Primaria;Monte Albo;Público;C/ Montealbo, 12;Montalbán de Córdoba;14040;Montalbán de Córdoba;Córdoba;14548;957307528;14006874.edu@juntadeandalucia.es;37,5827816310145;-4,747397303581238;345711,9098;4160960,617;BIL ING;BIL ING;;;;;;
22;14007118;12;Colegio de Educación Infantil y Primaria;Virgen de la Cabeza;Público;C/ Virgen de la Cabeza, 60;Priego de Córdoba;14055;Priego de Córdoba;Córdoba;14800;957559924;14007118.edu@juntadeandalucia.es;37,435961686099375;-4,198408126831055;393980,1834;4143910,846;BIL ING;BIL ING;;;;;;
22;14007131;20;Centro Docente Privado;El Encinar;Privado;C/ Músico Guerrero, 19;Córdoba;14021;Córdoba;Córdoba;14012;957271993;encinar@fomento.edu;37,916601262;-4,795910606;342139,058;4198082,436;BIL ING;BIL ING;BIL ING;;;;;
22;14007143;12;Colegio de Educación Infantil y Primaria;Vicente Aleixandre;Público;C/ Conde de la Cortina, 26;Montilla;14042;Montilla;Córdoba;14550;957699639;14007143.edu@juntadeandalucia.es;37,57784800069745;-4,649512767791748;354345,7384;4160256,882;BIL ING;BIL ING;;;;;;
22;14007180;34;Instituto de Educación Secundaria;Blas Infante;Público;Plaza Platero Pedro de Bares, 31 A;Córdoba;14021;Córdoba;Córdoba;14007;957734531;14007180.edu@juntadeandalucia.es;37,89535467339923;-4,758061766624451;345421,7827;4195661,414;;;PLURIL FRA/ING;PLURIL FRA/ING;;;;
22;14007246;12;Colegio de Educación Infantil y Primaria;María Moreno;Público;C/ Angosta, s/n;Villanueva de Córdoba;14069;Villanueva de Córdoba;Córdoba;14440;957139534;14007246.edu@juntadeandalucia.es;38,32718953491048;-4,62649941444397;357830,0416;4243370,012;BIL ING;BIL ING;;;;;;
22;14007261;12;Colegio de Educación Infantil y Primaria;El Prado;Público;Avda. Blas Infante, 1;Lucena;14038;Lucena;Córdoba;14900;957596953;14007261.edu@juntadeandalucia.es;37,409710932;-4,472516471;369683,8106;4141341,963;BIL ING;BIL ING;;;;;;
22;14007295;12;Colegio de Educación Infantil y Primaria;Averroes;Público;C/ La Ladera, 7;Córdoba;14021;Córdoba;Córdoba;14007;957734951;14007295.edu@juntadeandalucia.es;37,89635519;-4,764122669;344890,9343;4195782,499;BIL ING;BIL ING;;;;;;
22;14007386;12;Colegio de Educación Infantil y Primaria;Andalucía;Público;Avda. de Andalucía, s/n;Posadas;14053;Posadas;Córdoba;14730;957719550;14007386.edu@juntadeandalucia.es;37,803082525;-5,100273014;315099,2621;4186044,75;BIL ING;BIL ING;;;;;;
22;14007404;34;Instituto de Educación Secundaria;Juan de Aréjula;Público;C/ Montemayor, 11;Lucena;14038;Lucena;Córdoba;14900;957596543;14007404.edu@juntadeandalucia.es;37,40998258803303;-4,476842880249023;369301,3776;4141378,092;;;BIL ING;;;;;
22;14007532;12;Colegio de Educación Infantil y Primaria;Los Ángeles;Público;C/ Francia, s/n;Alcolea;14021;Córdoba;Córdoba;14015;957379600;14007532.edu@juntadeandalucia.es;37,92602977333526;-4,656904935836792;354377,1636;4198902,315;BIL ING;BIL ING;;;;;;
22;14007684;34;Instituto de Educación Secundaria;Antonio María Calero;Público;Avda. Marcos Redondo, s/n;Pozoblanco;14054;Pozoblanco;Córdoba;14400;957139550;14007684.edu@juntadeandalucia.es;38,384004414292036;-4,849830865859985;338433,8363;4250042,286;;;BIL ING;;;;;
22;14007738;12;Colegio de Educación Infantil y Primaria;Joaquín Tena Artigas;Público;Ctra. de Madrid, s/n;Alcolea;14021;Córdoba;Córdoba;14610;957379922;14007738.edu@juntadeandalucia.es;37,93174204861119;-4,676485061645508;352667,5793;4199566,942;BIL ING;BIL ING;;;;;;
22;14007945;34;Instituto de Educación Secundaria;Trassierra;Público;C/ San Hermenegildo, s/n;Córdoba;14021;Córdoba;Córdoba;14011;957734900;14007945.edu@juntadeandalucia.es;37,891111782284646;-4,797506332397461;341944,2512;4195256,731;;;BIL ING;;;;BIL ING;
22;14007982;12;Colegio de Educación Infantil y Primaria;Pablo García Baena;Público;C/ Teruel, s/n;Córdoba;14021;Córdoba;Córdoba;14012;957734997;14007982.edu@juntadeandalucia.es;37,90032327590217;-4,7847819328308105;343082,7683;4196257,38;BIL ING;BIL ING;;;;;;
22;14007994;12;Colegio de Educación Infantil y Primaria;Dulce Nombre;Público;C/ La Huerta, s/n;Puente Genil;14056;Puente Genil;Córdoba;14500;957618557;14007994.edu@juntadeandalucia.es;37,389515067;-4,780885515;342349,0287;4139572,002;BIL ING;BIL ING;;;;;;
22;14008135;20;Centro Docente Privado;La Purísima;Privado;C/ Pedro Angulo, 25;Lucena;14038;Lucena;Córdoba;14900;957500040;"lapurisima@colegiolapurisima.com;14008135.edu@juntadeandalucia.es";37,406590751770274;-4,485747814178467;368507,3266;4141014,147;BIL ING;BIL ING;BIL ING;;;;;
22;14011432;20;Centro Docente Privado;Felipe Segundo;Privado;C/ Juan de la Cierva, 44. Polígono Industrial Gallardo;La Carlota;14017;La Carlota;Córdoba;14100;957301374;secretaria@colegioprivadoreyfelipe.es;37,663800659322256;-4,93760883808136;329101,0952;4170280,14;;BIL ING;;;;;;
22;14011535;12;Colegio de Educación Infantil y Primaria;Nelson Mandela;Público;C/ Antártida, s/n;La Carlota;14017;La Carlota;Córdoba;14100;662974564;14011535.edu@juntadeandalucia.es;37,6686852520696563333333333333333333334;-4,9373073052691116458333333333333333333;329138,8961;4170821,594;BIL ING;BIL ING;;;;;;
22;14012473;20;Centro Docente Privado;Trinidad;Privado;C/ Pepe Espaliú, s/n;Córdoba;14021;Córdoba;Córdoba;14004;957295288;elisa.luque@fdemartires.es;37,87461521802081;-4,793123657891556;342294,4645;4193418,798;BIL ING;BIL ING;BIL ING;;;;;
22;14600668;361;Escuela Infantil;Vicente Nacarino;Público;C/ Duque y Flores, s/n;Palma del Río;14049;Palma del Río;Córdoba;14700;957719504;14600668.edu@juntadeandalucia.es;37,69285292;-5,278362349;299120,9708;4174180,062;BIL ING;;;;;;;
22;14600759;12;Colegio de Educación Infantil y Primaria;Ciudad Jardín;Público;C/ Previsión, 18;Córdoba;14021;Córdoba;Córdoba;14004;957734522;14600759.edu@juntadeandalucia.es;37,87966354072282;-4,791069030761719;342485,9389;4193975,505;PLURIL FRA/ING;PLURIL FRA/ING;;;;;;
22;14600966;12;Colegio de Educación Infantil y Primaria;Mediterráneo;Público;Avda. del Mediterráneo, s/n;Córdoba;14021;Córdoba;Córdoba;14011;957734723;14600966.edu@juntadeandalucia.es;37,889079679985066;-4,80501651763916;341279,4581;4195043,998;BIL ING;BIL ING;;;;;;
22;14601090;16;Colegio Público Rural;Maestro Rafael Chacón Villafranca;Público;C/ Iglesia, s/n;Palomar;14056;Puente Genil;Córdoba;14512;957618556;14601090.edu@juntadeandalucia.es;37,37835926440479;-4,7580885887146;344344,2036;4138296,357;BIL ING;BIL ING;;;;;;
22;14601235;12;Colegio de Educación Infantil y Primaria;Ferrobús;Público;Avda. de la Paz s/n;Palma del Río;14049;Palma del Río;Córdoba;14700;957719705;14601235.edu@juntadeandalucia.es;37,698544653;-5,277606666;299202,9674;4174810,045;BIL ING;BIL ING;;;;;;
22;14700067;34;Instituto de Educación Secundaria;Alhaken II;Público;C/ Manuel Fuentes Bocanegra, s/n;Córdoba;14021;Córdoba;Córdoba;14005;957734910;14700067.edu@juntadeandalucia.es;37,87702138607635;-4,7962188720703125;342027,3584;4193691,031;;;BIL FRA;;;;;
22;14700079;34;Instituto de Educación Secundaria;Gran Capitán;Público;C/ Arcos de la Frontera, s/n;Córdoba;14021;Córdoba;Córdoba;14014;957379710;14700079.edu@juntadeandalucia.es;37,89993384270839;-4,753003120422363;345876,1528;4196161,158;;;;;;;BIL ING;
22;14700146;34;Instituto de Educación Secundaria;Fidiana;Público;C/ Saturno, s/n;Córdoba;14021;Córdoba;Córdoba;14014;957734990;14700146.edu@juntadeandalucia.es;37,892263282024615;-4,753443002700806;345821,4708;4195310,737;;;BIL ING;BIL ING;;;;
22;14700161;34;Instituto de Educación Secundaria;Medina Azahara;Público;Avda. Gran Vía Parque;Córdoba;14021;Córdoba;Córdoba;14005;957734615;14700161.edu@juntadeandalucia.es;37,88410079231863;-4,795188903808594;342133,0665;4194474,842;;;BIL ING;BIL ING;;;;
22;14700286;34;Instituto de Educación Secundaria;Ángel de Saavedra;Público;Avda. Virgen de las Angustias, s/n;Córdoba;14021;Córdoba;Córdoba;14006;957278661;14700286.edu@juntadeandalucia.es;37,900927736;-4,775866145;343867,9802;4196309,485;;;BIL ING;BIL ING;;;;
22;14700298;34;Instituto de Educación Secundaria;Nuevas Poblaciones;Público;C/ La Salud, 6;La Carlota;14017;La Carlota;Córdoba;14100;957307521;14700298.edu@juntadeandalucia.es;37,66779762;-4,932401111;329569,6099;4170714,167;;;BIL ING;;;;;
22;14700304;34;Instituto de Educación Secundaria;Colonial;Público;Avda. de la Constitución, 2;Fuente Palmera;14030;Fuente Palmera;Córdoba;14120;957719944;14700304.edu@juntadeandalucia.es;37,70830363618882;-5,09391188621521;315423,8887;4175514,929;;;BIL ING;;;BIL ING;;
22;14700316;34;Instituto de Educación Secundaria;La Jara;Público;C/ Navaluenga, s/n;Villanueva de Córdoba;14069;Villanueva de Córdoba;Córdoba;14440;957139834;14700316.edu@juntadeandalucia.es;38,326322621927105;-4,622690677642822;358161,2885;4243267,956;;;BIL ING;BIL ING;;;;
22;14700365;34;Instituto de Educación Secundaria;Miguel Crespo;Público;Ronda de las Erillas, s/n;Fernán Núñez;14027;Fernán Núñez;Córdoba;14520;957379716;14700365.edu@juntadeandalucia.es;37,67477287024397;-4,728986620903015;347525,7415;4171137,695;;;BIL ING;;;;;
22;14700377;34;Instituto de Educación Secundaria;Carmen Pantión;Público;C/ Haza Luna, s/n;Priego de Córdoba;14055;Priego de Córdoba;Córdoba;14800;957559928;14700377.edu@juntadeandalucia.es;37,437488603;-4,200754723;393774,737;4144082,897;;;BIL ING + PLURIL ING/FRA;BIL ING;;;;
22;14700419;34;Instituto de Educación Secundaria;La Escribana;Público;C/ Cultura Sebastián, 9;Villaviciosa de Córdoba;14073;Villaviciosa de Córdoba;Córdoba;14300;957365523;14700419.edu@juntadeandalucia.es;38,07654834;-5,01742489;323050,9183;4216229,939;;;BIL ING;;;;;
22;14700420;34;Instituto de Educación Secundaria;Miguel de Cervantes;Público;C/ Blas Infante, s/n;Lucena;14038;Lucena;Córdoba;14900;957596808;14700420.edu@juntadeandalucia.es;37,40988884587819;-4,473098516464233;369632,6056;4141362,508;;;BIL ING;;;;;
22;14700444;34;Instituto de Educación Secundaria;Nuestra Señora de la Estrella;Público;Avda. de la Estrella, s/n;Villa del Río;14066;Villa del Río;Córdoba;14640;957199700;14700444.edu@juntadeandalucia.es;37,97700141827381;-4,293873310089111;386363,544;4204052,903;;;BIL ING;;;;;
22;14700481;34;Instituto de Educación Secundaria;Puente de Alcolea;Público;C/ Capricho, s/n;Alcolea;14021;Córdoba;Córdoba;14610;671533201;14700481.edu@juntadeandalucia.es;37,93597307749379;-4,667408466339111;353473,7036;4200022,114;;;BIL ING;;;;;
22;14700535;34;Instituto de Educación Secundaria;Santa Rosa de Lima;Público;C/ Ciudad de Carmona, s/n;Córdoba;14021;Córdoba;Córdoba;14009;957734819;14700535.edu@juntadeandalucia.es;37,86834903305901;-4,770984649658203;344228,5513;4192686,289;;;BIL ING;;;;;
22;14700559;34;Instituto de Educación Secundaria;Santa Catalina de Siena;Público;C/ Fernando Camacho, 44;Córdoba;14021;Córdoba;Córdoba;14014;671533079;14700559.edu@juntadeandalucia.es;37,889657966;-4,756389721;345556,9042;4195026,52;;;BIL ING;;;;;
22;14700584;34;Instituto de Educación Secundaria;Mirador del Genil;Público;C/ Puente de Hierro, 1;Iznájar;14037;Iznájar;Córdoba;14970;957596849;14700584.edu@juntadeandalucia.es;37,25506740111793;-4,29616391658783;385056,1604;4123955,577;;;BIL ING;;;;;
22;14700602;34;Instituto de Educación Secundaria;Albenzaide;Público;C/ Vereda del Calvario, s/n;Luque;14039;Luque;Córdoba;14880;957699707;14700602.edu@juntadeandalucia.es;37,557684952697095;-4,282779693603516;386699,8339;4157514,287;;;BIL ING;;;;;
22;14700614;34;Instituto de Educación Secundaria;Ulia Fidentia;Público;Bda. María Auxiliadora, s/n;Montemayor;14041;Montemayor;Córdoba;14530;957379924;14700614.edu@juntadeandalucia.es;37,645534106089464;-4,693951606750488;350556,9886;4167836,992;;;PLURIL FRA/ING;;;;;
22;14700663;34;Instituto de Educación Secundaria;Fuente Álamo;Público;Ctra. del Palomar, s/n;Puente Genil;14056;Puente Genil;Córdoba;14500;957618501;14700663.edu@juntadeandalucia.es;37,37435212306327;-4,774589538574219;342874,7743;4137879,1;;;BIL ING;;;;;
22;14700717;34;Instituto de Educación Secundaria;Ategua;Público;C/ Isabel García Regio, 2;Castro del Río;14019;Castro del Río;Córdoba;14840;957370366;14700717.edu@juntadeandalucia.es;37,69296818;-4,470989953;370310,7914;4172768,125;;;BIL ING;BIL ING;;;;
22;14700730;34;Instituto de Educación Secundaria;Grupo Cántico;Público;C/ Virgen de las Angustias, s/n;Córdoba;14021;Córdoba;Córdoba;14006;957734760;14700730.edu@juntadeandalucia.es;37,900052366072465;-4,777486324310303;343723,6729;4196215,065;;;BIL ING;;;;;
22;14700742;34;Instituto de Educación Secundaria;Pay Arias;Público;C/ Virgen del Pilar, s/n;Espejo;14025;Espejo;Córdoba;14830;957379906;14700742.edu@juntadeandalucia.es;37,686859956482046;-4,5528459548950195;363082,3202;4172206,85;;;BIL ING;;;;;
22;14700781;34;Instituto de Educación Secundaria;Maestro Eloy Vaquero;Público;Ctra. de Santaella, s/n. Zona Polideportivo;Montalbán de Córdoba;14040;Montalbán de Córdoba;Córdoba;14548;957307515;14700781.edu@juntadeandalucia.es;37,587574655404694;-4,750642776489258;345435,239;4161497,777;;;BIL ING;;;;;
22;18000039;34;Instituto de Educación Secundaria;Aricel;Público;C/ Aricel, s/n;Albolote;18003;Albolote;Granada;18220;958893976;18000039.edu@juntadeandalucia.es;37,228547275306326;-3,662019968032837;441272,4816;4120431,622;;;PLURIL FRA/ING;PLURIL FRA/ING;;;;
22;18000040;20;Centro Docente Privado;Ave María;Privado;C/ Jacobo Camarero, 3;Albolote;18003;Albolote;Granada;18220;958466154;direccion@albolote.amgr.es;37,22831446;-3,653483462;442029,5822;4120400,533;BIL ING;BIL ING;;;;;;
22;18000052;12;Colegio de Educación Infantil y Primaria;Tínar;Público;C/ Tínar, s/n;Albolote;18003;Albolote;Granada;18220;958893984;18000052.edu@juntadeandalucia.es;37,22566409069296;-3,6548101902008057;441909,854;4120107,316;BIL ING;BIL ING;;;;;;
22;18000076;12;Colegio de Educación Infantil y Primaria;San Isidro Labrador;Público;C/ Acacias, s/n;El Chaparral;18003;Albolote;Granada;18220;958894786;18000076.edu@juntadeandalucia.es;37,25617754101591;-3,6576586961746216;441680,6669;4123494,221;BIL ING;BIL ING;;;;;;
22;18000313;12;Colegio de Educación Infantil y Primaria;Las Encinas;Público;Urb. Las Encinas, s/n;Alfacar;18011;Alfacar;Granada;18170;958543352;18000313.edu@juntadeandalucia.es;37,237934268;-3,569251777;449508,2493;4121419,507;BIL ING;BIL ING;;;;;;
22;18000337;16;Colegio Público Rural;Zalabí;Público;C/ de las Cruces, 27;Alcudia de Guadix;18907;Valle del Zalabí;Granada;18511;958699705;18000337.edu@juntadeandalucia.es;37,179280462;-3,062858585;494420,2485;4114762,686;BIL ING;BIL ING;;;;;;
22;18000362;12;Colegio de Educación Infantil y Primaria;Conde de Tendilla;Público;C/ Conde de Tendilla;Alhama de Granada;18013;Alhama de Granada;Granada;18120;958369532;18000362.edu@juntadeandalucia.es;37,000615973;-3,9894186;411964,9167;4095398,188;BIL ING;BIL ING;;;;;;
22;18000374;12;Colegio de Educación Infantil y Primaria;Cervantes;Público;C/ Cuba, 37;Alhama de Granada;18013;Alhama de Granada;Granada;18120;958369901;18000374.edu@juntadeandalucia.es;37,007030067;-3,987703482;412124,9097;4096108,169;BIL ING;BIL ING;;;;;;
22;18000453;12;Colegio de Educación Infantil y Primaria;Sagrado Corazón de Jesús;Público;C/ Ángel Ganivet, s/n;Alhendín;18014;Alhendín;Granada;18620;958893989;18000453.edu@juntadeandalucia.es;37,11124739303445;-3,642694652080536;442898,6467;4107406,758;BIL ING;BIL ING;;;;;;
22;18000519;34;Instituto de Educación Secundaria;Nazarí;Público;Avda. de Nicaragua, s/n;Salobreña;18173;Salobreña;Granada;18680;958649502;18000519.edu@juntadeandalucia.es;36,74417156838554;-3,5803091526031494;448193,6508;4066650,059;;;PLURIL ING/FRA;BIL ING;;;;
22;18000556;12;Colegio de Educación Infantil y Primaria;Virgen de la Antigua;Público;C/ Cariñena, s/n;Almuñécar;18017;Almuñécar;Granada;18690;958649623;18000556.edu@juntadeandalucia.es;36,734636710464635;-3,68891179561615;438490,559;4065656,597;BIL ING;BIL ING;;;;;;
22;18000593;12;Colegio de Educación Infantil y Primaria;La Santa Cruz;Público;Ctra. Suspiro del Moro, s/n;Almuñécar;18017;Almuñécar;Granada;18690;958649633;18000593.edu@juntadeandalucia.es;36,74056496925169;-3,688933253288269;438493,3731;4066314,236;BIL ING;BIL ING;;;;;;
22;18000601;34;Instituto de Educación Secundaria;Antigua Sexi;Público;C/ Lo Colorado, s/n;Almuñécar;18017;Almuñécar;Granada;18690;958649590;18000601.edu@juntadeandalucia.es;36,738995895271486;-3,700547218322754;437455,213;4066147,699;;;BIL ING;;;;;
22;18000635;12;Colegio de Educación Infantil y Primaria;Las Gaviotas;Público;C/ Las Palomas, s/n;La Herradura;18017;Almuñécar;Granada;18697;697952236;18000635.edu@juntadeandalucia.es;36,729481474;-3,735987842;434282,9195;4065115,984;BIL ING;BIL ING;;;;;;
22;18000738;34;Instituto de Educación Secundaria;Al-Fakar;Público;Avda. García Lorca, s/n;Alfacar;18011;Alfacar;Granada;18170;958893962;18000738.edu@juntadeandalucia.es;37,23755705055775;-3,560745120048523;450262,5353;4121373,157;;;BIL ING;;;;;
22;18000751;12;Colegio de Educación Infantil y Primaria;San Miguel;Público;C/ San Sebastián, s/n;Armilla;18021;Armilla;Granada;18100;671568779;18000751.edu@juntadeandalucia.es;37,143981667;-3,623392323;444637,465;4111026,781;BIL ING;BIL ING;;;;;;
22;18000787;34;Instituto de Educación Secundaria;Luis Bueno Crespo;Público;Avda. de Las Palmeras, s/n;Armilla;18021;Armilla;Granada;18100;958893739;18000787.edu@juntadeandalucia.es;37,142675158957175;-3,6141639947891235;445456,0895;4110876,496;;;BIL ING;BIL ING;;;BIL ING;
22;18000799;20;Centro Docente Privado;Escuelas Profesionales de la Sagrada Familia-Nuestra Señora del Rosario;Privado;Ctra. Alcalá, 5;Atarfe;18022;Atarfe;Granada;18230;958436418;atarfe@safa.edu;37,21853894840787;-3,6944961547851562;438383,3534;4119341,935;BIL ING;BIL ING;;;;;;
22;18000842;34;Instituto de Educación Secundaria;Alhendín;Público;C/ Real, s/n;Alhendín;18014;Alhendín;Granada;18620;958893900;18000842.edu@juntadeandalucia.es;37,110734038696876;-3,641447424888611;443009,0754;4107349,058;;;BIL ING;BIL ING;;;;
22;18000854;34;Instituto de Educación Secundaria;Los Cahorros;Público;C/ de los Neveros, s/n;Barrio de la Vega;18134;Monachil;Granada;18198;671534818;18000854.edu@juntadeandalucia.es;37,12980709233029;-3,5559064149856567;450621,6304;4109417,048;;;BIL ING;;;;;
22;18000908;34;Instituto de Educación Secundaria;Iliberis;Público;Avda. Andalucía, 84;Atarfe;18022;Atarfe;Granada;18230;958893993;18000908.edu@juntadeandalucia.es;37,22400674357059;-3,680065870285034;439667,9998;4119939,24;;;BIL ING;BIL ING;;;BIL ING;
22;18000969;20;Centro Docente Privado;La Presentación de Nuestra Señora;Privado;C/ Almendro, 34;Baza;18023;Baza;Granada;18800;958701322;18000969.edu@juntadeandalucia.es;37,4914001664715;-2,7719074487686157;520163,4434;4149411,682;BIL ING;BIL ING;BIL ING;;;;;
22;18000982;12;Colegio de Educación Infantil y Primaria;San José de Calasanz;Público;C/ Blas Infante, 1;Baza;18023;Baza;Granada;18800;958869926;18000982.edu@juntadeandalucia.es;37,482810319822356;-2,766752243041992;520621,5266;4148459,819;BIL ING;BIL ING;;;;;;
22;18001019;20;Centro Docente Privado;Divino Maestro;Privado;Cmo. Fuente de San Juan, 1;Baza;18023;Baza;Granada;18800;958701644;divinomaestrocolegiobaza@gmail.com;37,481798237;-2,779620152;519484,131;4148344,795;BIL ING;BIL ING;BIL ING;;;;;
22;18001032;12;Colegio de Educación Infantil y Primaria;Francisco de Velasco;Público;C/ Francisco de Velasco, s/n;Baza;18023;Baza;Granada;18800;958869928;18001032.edu@juntadeandalucia.es;37,489706112369724;-2,7817726135253906;519291,7947;4149221,672;BIL ING;BIL ING;;;;;;
22;18001081;34;Instituto de Educación Secundaria;Laurel de la Reina;Público;C/ Everest, s/n;La Zubia;18193;La Zubia;Granada;18140;958893722;18001081.edu@juntadeandalucia.es;37,112813264;-3,591431523;447454,3392;4107550,873;;;BIL ING;;;;;
22;18001123;34;Instituto de Educación Secundaria;Pedro Jiménez Montoya;Público;C/ Isaac Peral, 2;Baza;18023;Baza;Granada;18800;671530270;18001123.edu@juntadeandalucia.es;37,48530054055639;-2,767277956008911;520574,3652;4148735,975;;;BIL ING;BIL ING;;BIL ING;;
22;18001147;34;Instituto de Educación Secundaria;José de Mora;Público;C/ Blas Infante, 9;Baza;18023;Baza;Granada;18800;958869912;18001147.edu@juntadeandalucia.es;37,48391709484007;-2,7674388885498047;520560,5167;4148582,457;;;BIL ING;BIL ING;;;;
22;18001160;12;Colegio de Educación Infantil y Primaria;Virgen de la Cabeza;Público;C/ Moraleda, s/n;Beas de Granada;18024;Beas de Granada;Granada;18184;958893115;18001160.edu@juntadeandalucia.es;37,21760116;-3,479227611;457481,8938;4119119,569;BIL ING;BIL ING;;;;;;
22;18001381;12;Colegio de Educación Infantil y Primaria;San Francisco;Público;C/ Goya, s/n;Cájar;18036;Cájar;Granada;18198;958893173;18001381.edu@juntadeandalucia.es;37,126797171397584;-3,5664260387420654;449685,2243;4109088,661;BIL ING;BIL ING;;;;;;
22;18001792;12;Colegio de Educación Infantil y Primaria;El Zargal;Público;Ctra. de la Sierra, s/n;Cenes de la Vega;18047;Cenes de la Vega;Granada;18190;958893178;18001792.edu@juntadeandalucia.es;37,156082246290154;-3,5330337963929423;452669,6808;4112320,287;BIL ING;BIL ING;;;;;;
22;18002103;2;Colegio de Educación Primaria;Francisco Ayala;Público;Ctra. Belicena, s/n;Cúllar Vega;18057;Cúllar Vega;Granada;18194;958893808;18002103.edu@juntadeandalucia.es;37,15888007772398;-3,677501678466797;439843,8392;4112712,526;;BIL ING;;;;;;
22;18002139;12;Colegio de Educación Infantil y Primaria;El Sauce;Público;C/ Verbena, s/n;Chauchina;18059;Chauchina;Granada;18330;958893812;18002139.edu@juntadeandalucia.es;37,200990199;-3,771031903;431577,0474;4117447,61;BIL ING;BIL ING;;;;;;
